Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,How old are you?,Which gender do you identify with most? - Selected Choice,Which gender do you identify with most? - Other - Text,What is your occupation? - Selected Choice,What is your occupation? - Other - Text,What is your highest level of education? - Selected Choice,What is your highest level of education? - Other - Text,Please rate the following... - I tend to avoid risks,Are you color blind or have any diagnosed visual impairment?,Please rate the following about artificial intelligent (AI) systems... - I am experienced with the use of AI systems,"Please rate the following about artificial intelligent (AI) systems... - I believe AI systems used for decision-making (e.g. in Healthcare, weather, etc.) are always accurate",Please rate the following about artificial intelligent (AI) systems... - I am confident about using AI systems in my daily life,Please rate the following about artificial intelligent (AI) systems... - There are many beneficial applications of AI,Please rate the following about artificial intelligent (AI) systems... - I would trust an AI investment system with life savings,Please rate the following about artificial intelligent (AI) systems... - AI can have positive impacts on people’s well-being,Please rate the following about artificial intelligent (AI) systems... - I find AI frightening,Please rate the following about artificial intelligent (AI) systems... - AI might take control of people's lives,Please rate the following about artificial intelligent (AI) systems... - People like me will suffer if AI is used more and more,"In my daily life, I use Google Maps for directions, smart home devices, Spotify, Netflix or similar streaming service recommendations, autocorrect on my phone/tablet/computer, faceId to open my phone, or similar applications.",Please rate the following about numerical information... - I am comfortable working with fractions (e.g. ¼ + ½),Please rate the following about numerical information... - I can figure out how much a shirt will cost if it is 25% off,Please rate the following about numerical information... - I find numerical information useful,Please rate the following ... - I am experienced in playing Pac-Man,"As Pac-man, in which direction would you move next?",On a scale of 1 - 10... - How much trust do you have in this AI prediction?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"As Pac-man, in which direction would you move next?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,On a scale of 1 - 10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"As Pac-man, in which direction would you move next?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"As Pac-man, in which direction would you move next?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,On a scale of 1 - 10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"As Pac-man, in which direction would you move next?",Select option 2 - How much trust do you have in these AI predictions?,Select option 2 - How confident are you with your decision?,Select option 2 - How hard did you have to work to complete this task?,"As Pac-man, in which direction would you move next?","Select option two, for each: - How much trust do you have in these AI predictions?","Select option two, for each: - How confident are you with your decision?","Select option two, for each: - How hard did you have to work to complete this task?",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"As Pac-man, in which direction would you move next?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,On a scale of 1 - 10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"As Pac-man, in which direction would you move next?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"As Pac-man, in which direction would you move next?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,On a scale of 1 - 10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please rate the following ... - I am experienced in playing Minesweeper,"Consider the square with the question mark, would you mark it as safe?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Consider the square with the question mark, would you mark it as safe?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,On a scale of 1 - 10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Consider the square with the question mark, would you mark it as safe?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Consider the square with the question mark, would you mark it as safe?",On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,On a scale of 1 - 10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please rate the following ... - I am experienced in playing soccer video games,Which target are you shooting at?,On a scale of 1 - 10... - How much trust do you have in these AI predictions?,On a scale of 1 - 10... - How confident are you with your decision?,On a scale of 1 - 10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which target are you shooting at?,On a scale of 1-10... - How much trust do you have in these AI predictions?,On a scale of 1-10... - How confident are you with your decision?,On a scale of 1-10... - How hard did you have to work to complete this task?,On a scale of 1-10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which target are you shooting at?,On a scale of 1-10... - How much trust do you have in these AI predictions?,On a scale of 1-10... - How confident are you with your decision?,On a scale of 1-10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which target are you shooting at?,On a scale of 1-10... - How much trust do you have in these AI predictions?,On a scale of 1-10... - How confident are you with your decision?,On a scale of 1-10... - How hard did you have to work to complete this task?,On a scale of 1-10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Select target B,Select option 2: - How much trust do you have in these AI predictions?,Select option 2: - How confident are you with your decision?,Select option 2: - How hard did you have to work to complete this task?,Which target are you shooting at?,On a scale of 1-10... - How much trust do you have in these AI predictions?,On a scale of 1-10... - How confident are you with your decision?,On a scale of 1-10... - How hard did you have to work to complete this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which target are you shooting at?,On a scale of 1-10... - How much trust do you have in these AI predictions?,On a scale of 1-10... - How confident are you with your decision?,On a scale of 1-10... - How hard did you have to work to complete this task?,On a scale of 1-10... - Did you find the visualization of likelihood/probability  informative in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"On a scale 1-10, rate how intuitive each visualization technique was: - (Figure A) Size as visual cue","On a scale 1-10, rate how intuitive each visualization technique was: - (Figure B) Color saturation as visual cue","On a scale 1-10, rate how intuitive each visualization technique was: - (Figure C) Transparency as visual cue","On a scale 1-10, rate your preference towards each visualization technique. - (Figure A) Size as visual cue","On a scale 1-10, rate your preference towards each visualization technique. - (Figure B) Color saturation as visual cue","On a scale 1-10, rate your preference towards each visualization technique. - (Figure C) Transparency as visual cue","On a scale of 1-10, please rate your overall experience ... - The visualization of likelihood/probability was useful when making decisions","On a scale of 1-10, please rate your overall experience ... - The visualization of likelihood/probability was confusing when making decisions","On a scale of 1-10, please rate your overall experience ... - The visualization of likelihood/probability made me feel more confident in my decision.","On a scale of 1-10, please rate your overall experience ... - The visualization of likelihood/probability helped me take objective decisions.",Please let us know if you have comments or suggestions about this research.,"The following questions were added for validation and verification.

What year were you born?",RandomSurveyID,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions
2/14/23 7:54,2/14/23 8:19,IP Address,107.159.18.163,100,1529,TRUE,2/14/23 8:19,R_3szyUXTp7IfIQtS,,,,,45.5422,-73.5445,anonymous,EN,,35,Male,,Student,,Bachelors degree,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,YES,,,,Strongly agree,RIGHT,10,10,1,,,,,RIGHT,10,10,1,10,,,,,2,1,10,3,,,,,DOWN,5,7,3,1,,,,,,,,,RIGHT,10,2,10,,,,,UP,4,4,5,5,,,,,UP,4,10,6,,,,,LEFT,3,4,4,3,,,,,Strongly agree,YES,5,5,5,,,,,YES,5,4,0,0,,,,,YES,5,5,5,,,,,YES,4,5,5,5,,,,,Strongly disagree,E,5,5,5,,,,,E,8,5,0,10,,,,,C,3,1,4,,,,,B,5,5,5,5,,,,,,,,,E,4,5,4,,,,,A,5,6,6,10,,,,,1,10,10,0,10,10,5,5,5,5,,1988,,4,1,"QID139,QID140,QID62,QID7"
2/14/23 8:04,2/14/23 8:49,IP Address,132.205.98.211,100,2714,TRUE,2/14/23 8:49,R_2aFWHdpzIrpeYoP,,,,,45.5075,-73.5887,anonymous,EN,,37,Female,,Student,,Doctorate degree,,,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,YES,,,,Neutral,RIGHT,7,7,1,,,,,RIGHT,8,8,1,9,,,,,4,7,6,4,,,,,DOWN,7,7,2,9,,,,,,,,,RIGHT,7,7,3,,,,,UP,7,7,4,8,,,,,UP,8,8,1,,,,,LEFT,7,7,5,8,,,,,Strongly agree,YES,7,7,5,,,,,YES,5,5,6,6,,,,,YES,6,8,3,,,,,YES,5,7,4,6,,,,,Strongly disagree,B,8,8,2,,,,,A,8,8,2,8,,,,,D,7,7,4,,,,,D,8,8,3,7,,,,,,,,,B,8,8,2,,,,,C,8,8,1,9,,,,,9,9,7,9,9,8,9,3,9,8,,1985,,3,0.75,"QID139,QID140,QID62"
2/14/23 13:34,2/14/23 14:06,IP Address,132.205.229.30,100,1916,TRUE,2/14/23 14:06,R_1hSSBbvLB7KCBpy,,,,,45.4995,-73.5848,anonymous,EN,,25,Male,,Student,,Masters degree,,Strongly Agree,NO,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,YES,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,RIGHT,7,9,3,,,,,RIGHT,9,10,1,10,,,,,RIGHT,5,4,6,,,,,DOWN,9,10,4,10,,,,,,,,,UP,7,6,6,,,,,UP,8,6,6,8,,,,,UP,7,5,5,,,,,UP,9,10,2,10,,,,,Somewhat agree,YES,7,8,5,,,,,NO,6,5,6,6,,,,,NO,7,9,4,,,,,NO,3,2,7,5,,,,,Somewhat agree,D,2,4,7,,,,,D,4,3,7,2,,,,,E,6,6,3,,,,,D,8,8,2,5,,,,,,,,,C,3,3,5,,,,,C,6,5,3,5,,,,,6,8,7,8,9,5,9,5,10,9,,1997,,4,0.666666667,"QID139,QID140,QID145,QID62"
2/14/23 14:47,2/14/23 14:59,IP Address,70.117.202.87,100,712,TRUE,2/14/23 14:59,R_2ebAWHTGe3BtQGH,,,,,26.2045,-98.1497,anonymous,EN,,35,Male,,Employed for wages,,Associate degree,,Somewhat Disagree,NO,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,YES,Neutral,Strongly Agree,Strongly Agree,Strongly agree,UP,10,10,1,,,,,LEFT,10,10,1,10,,,,,DOWN,10,10,5,,,,,DOWN,9,10,6,6,,,,,,,,,RIGHT,5,10,9,,,,,UP,7,10,10,6,,,,,UP,10,10,1,,,,,UP,6,10,9,9,,,,,Neither agree nor disagree,YES,8,10,6,,,,,YES,8,10,4,3,,,,,NO,6,10,3,,,,,NO,7,7,2,4,,,,,Strongly agree,D,1,10,3,,,,,D,1,10,2,2,,,,,D,10,10,4,,,,,E,10,10,4,7,,,,,,,,,B,9,10,1,,,,,B,10,10,7,4,,,,,7,7,8,7,7,8,7,8,8,8,,1986,,4,0.666666667,"QID139,QID140,QID144,QID62"
2/14/23 14:55,2/14/23 15:06,IP Address,189.219.65.138,100,641,TRUE,2/14/23 15:06,R_3ZVp8RSfxTQAUnf,,,,,25.6554,-100.3258,anonymous,EN,,37,Non-binary / third gender,,Employed for wages,,Masters degree,,Somewhat Disagree,NO,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Disagree,YES,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly agree,LEFT,10,10,1,,,,,UP,10,10,2,9,,,,,DOWN,10,10,3,,,,,DOWN,10,10,3,10,,,,,,,,,LEFT,10,10,2,,,,,UP,7,9,6,8,,,,,UP,9,9,4,,,,,LEFT,9,10,6,7,,,,,Somewhat agree,YES,9,8,5,,,,,YES,8,7,5,7,,,,,YES,10,10,1,,,,,NO,10,9,2,9,,,,,Strongly agree,E,10,10,2,,,,,E,10,10,1,9,,,,,B,10,10,1,,,,,B,10,9,3,9,,,,,,,,,E,10,9,1,,,,,E,10,10,2,10,,,,,9,8,8,10,8,3,10,2,8,8,,1985,,5,0.833333333,"QID139,QID140,QID145,QID62,QID144"
2/14/23 15:05,2/14/23 15:15,IP Address,174.93.235.167,100,625,TRUE,2/14/23 15:15,R_2rUvSkxKtiw0sCI,,,,,45.4978,-73.5485,anonymous,EN,,27,Male,,Employed for wages,,Masters degree,,Somewhat Agree,NO,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Disagree,YES,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,LEFT,3,3,3,,,,,LEFT,3,6,1,6,,,,,DOWN,1,1,1,,,,,DOWN,2,6,1,6,,,,,,,,,LEFT,2,8,2,,,,,UP,4,7,1,7,,,,,UP,4,7,4,,,,,LEFT,2,5,1,4,,,,,Somewhat agree,NO,1,8,6,,,,,NO,5,9,1,9,,,,,NO,2,9,7,,,,,NO,8,8,3,8,,,,,Strongly disagree,D,1,5,3,,,,,A,3,3,1,1,,,,,E,6,6,1,,,,,D,6,6,1,6,,,,,,,,,B,5,5,1,,,,,B,4,5,1,4,,,,,1,9,9,0,10,5,5,3,7,7,,1996,,4,0.666666667,"QID139,QID140,QID144,QID62"
2/14/23 14:46,2/14/23 15:19,IP Address,132.205.229.217,100,1960,TRUE,2/14/23 15:19,R_3oQIOjo97gSEEq0,,,,,45.4995,-73.5848,anonymous,EN,,30,Male,,Student,,Bachelors degree,,Somewhat Agree,NO,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,YES,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,RIGHT,5,5,3,,,,,RIGHT,4,3,6,8,,,,,DOWN,6,5,7,,,,,DOWN,7,6,8,8,,,,,,,,,RIGHT,8,3,5,,,,,RIGHT,5,3,7,6,,,,,UP,6,5,7,,,,,UP,6,5,8,7,,,,,Strongly disagree,NO,3,4,5,,,,,NO,6,5,7,6,,,,,NO,6,5,6,,,,,YES,6,6,5,8,,,,,Strongly agree,D,1,9,2,,,,,D,1,9,2,1,,,,,D,7,9,2,,,,,D,6,9,2,9,,,,,,,,,B,6,5,7,,,,,B,5,5,7,5,,,,,3,3,2,2,4,2,8,1,8,9,The survey is too long to complete and exhausting ,1993,,5,0.833333333,"QID139,QID140,QID145,QID62,QID144"
2/14/23 15:17,2/14/23 16:07,IP Address,184.92.36.153,100,2974,TRUE,2/14/23 16:07,R_1OxCXldJBuH1Umd,,,,,26.214,-98.3267,anonymous,EN,,39,Male,,Employed for wages,,Bachelors degree,,Neutral,NO,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,YES,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,DOWN,9,8,8,,,,,DOWN,8,10,0,4,,,,,DOWN,10,9,10,,,,,DOWN,10,10,1,10,,,,,,,,,LEFT,10,9,4,,,,,UP,10,8,8,9,,,,,UP,9,9,0,,,,,UP,10,8,2,8,,,,,Neither agree nor disagree,NO,5,10,4,,,,,YES,5,10,7,7,,,,,YES,10,10,10,,,,,YES,10,7,8,10,,,,,Strongly agree,D,2,10,5,,,,,D,10,8,9,9,,,,,D,10,10,10,,,,,D,10,10,4,8,,,,,,,,,B,10,6,8,,,,,B,9,8,5,8,,,,,7,8,7,3,8,7,10,2,10,5,,1983,,5,0.833333333,"QID139,QID140,QID145,QID62,QID144"
2/14/23 15:32,2/14/23 16:10,IP Address,64.88.223.250,100,2279,TRUE,2/14/23 16:10,R_3njB9KJaKMRIFvp,,,,,26.1748,-98.187,anonymous,EN,,41,Male,,Employed for wages,,Bachelors degree,,Somewhat Disagree,NO,Strongly Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,YES,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,UP,5,7,2,,,,,UP,5,7,1,5,,,,,RIGHT,8,5,3,,,,,DOWN,9,5,4,10,,,,,,,,,LEFT,6,5,2,,,,,UP,8,5,2,10,,,,,UP,8,5,1,,,,,UP,8,5,1,10,,,,,Strongly agree,NO,0,5,5,,,,,NO,2,5,5,5,,,,,NO,0,10,2,,,,,NO,0,10,2,0,,,,,Neither agree nor disagree,B,8,5,2,,,,,A,9,5,1,10,,,,,E,8,5,1,,,,,E,8,5,1,10,,,,,,,,,B,8,5,1,,,,,C,8,5,1,10,,,,,5,10,10,3,10,10,6,0,5,0,"AI in my perspective will never replace important decision making, but it can definitely help. However on a probability and high risk scenarios it can sure give you some guidance, specially if not familiar with the problem.

(e.i. I would trust my decision when selecting a driving route in my home town, but if I am in an another city, I would trust my navigation system.)",1981,,5,0.833333333,"QID139,QID140,QID145,QID62,QID144"
2/14/23 15:19,2/14/23 16:10,IP Address,70.53.190.159,100,3073,TRUE,2/14/23 16:10,R_BqT4pPyahJS342d,,,,,45.5878,-73.6073,anonymous,EN,,33,Male,,Employed for wages,,"Some high school, no diploma",,Neutral,NO,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,YES,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat agree,RIGHT,7,10,3,,,,,RIGHT,5,7,4,7,,,,,DOWN,5,7,4,,,,,DOWN,5,7,4,5,,,,,,,,,RIGHT,5,7,2,,,,,RIGHT,5,8,4,6,,,,,UP,7,10,5,,,,,UP,5,10,3,4,,,,,Strongly disagree,NO,3,5,6,,,,,NO,5,6,5,6,,,,,NO,7,7,7,,,,,NO,7,7,7,7,,,,,Somewhat agree,D,1,10,1,,,,,E,1,10,1,5,,,,,D,5,10,1,,,,,D,8,10,1,5,,,,,,,,,B,6,8,4,,,,,A,1,10,1,5,,,,,5,7,9,3,6,10,6,4,5,6,,1990,,4,0.666666667,"QID139,QID140,QID144,QID62"
